comment,age_group,comment_length,word_count,processed_tokens,processed_text
remember when phones had cords!,50+,31,5,"['remember', 'phone', 'cord']",remember phone cord
blood pressure medication,35-49,25,3,"['blood', 'pressure', 'medication']",blood pressure medication
need coffee to totally function!!,18-24,33,5,"['need', 'coffee', 'totally', 'function']",need coffee totally function
doctor appointments every week,50+,30,4,"['doctor', 'appointment', 'every', 'week']",doctor appointment every week
grandchildren visiting this weekend,35-49,35,4,"['grandchild', 'visiting', 'weekend']",grandchild visiting weekend
back in my day,50+,14,4,"['back', 'day']",back day
remember when phones had cords!!!,50+,33,5,"['remember', 'phone', 'cord']",remember phone cord
golden years indeed,50+,19,3,"['golden', 'year', 'indeed']",golden year indeed
mortgage rates are insane,25-34,25,4,"['mortgage', 'rate', 'insane']",mortgage rate insane
reunion with old friends!!,35-49,26,4,"['reunion', 'old', 'friend']",reunion old friend
work-life balance is important,25-34,30,4,"['worklife', 'balance', 'important']",worklife balance important
side hustle paying off,18-24,22,4,"['side', 'hustle', 'paying']",side hustle paying
big mood,<18,8,2,"['big', 'mood']",big mood
big mood,<18,8,2,"['big', 'mood']",big mood
slay queen,<18,10,2,"['slay', 'queen']",slay queen
need coffee to function,18-24,23,4,"['need', 'coffee', 'function']",need coffee function
parent-teacher conference today,25-34,31,3,"['parentteacher', 'conference', 'today']",parentteacher conference today
reunion with old friends,35-49,24,4,"['reunion', 'old', 'friend']",reunion old friend
RETIREMENT IS WONDERFUL!,50+,24,3,"['retirement', 'wonderful']",retirement wonderful
empty nest is real,35-49,18,4,"['empty', 'nest', 'real']",empty nest real
vibing with my besties,<18,22,4,"['vibing', 'besties']",vibing besties
slay queen!!!,<18,13,2,"['slay', 'queen']",slay queen
LOWKEY OBSESSED WITH THIS!!!,<18,28,4,"['lowkey', 'obsessed']",lowkey obsessed
golden years indeed!!,50+,21,3,"['golden', 'year', 'indeed']",golden year indeed
senior is the best part!!,50+,25,5,"['senior', 'best', 'part']",senior best part
bridge club meeting,50+,19,3,"['bridge', 'club', 'meeting']",bridge club meeting
SIDE HUSTLE PAYING OFF!!,18-24,24,4,"['side', 'hustle', 'paying']",side hustle paying
yeet!!!,<18,7,1,['yeet'],yeet
yeet,<18,4,1,['yeet'],yeet
omg this is so lit!,<18,19,5,"['omg', 'lit']",omg lit
slay queen,<18,10,2,"['slay', 'queen']",slay queen
technology moves too fast,50+,25,4,"['technology', 'move', 'fast']",technology move fast
senior discount is the best part,50+,32,6,"['senior', 'discount', 'best', 'part']",senior discount best part
no cap this slaps,<18,17,4,"['cap', 'slap']",cap slap
just meal prepped for the week!!,18-24,32,6,"['meal', 'prepped', 'week']",meal prepped week
thinking about changing careers,25-34,31,4,"['thinking', 'changing', 'career']",thinking changing career
balance is important,25-34,20,3,"['balance', 'important']",balance important
bruh moment fr!!,<18,16,3,"['bruh', 'moment', 'fr']",bruh moment fr
omg this is so lit,<18,18,5,"['omg', 'lit']",omg lit
no cap this slaps!!,<18,19,4,"['cap', 'slap']",cap slap
managing aging parents and grown kids!!!,35-49,40,6,"['managing', 'aging', 'parent', 'grown', 'kid']",managing aging parent grown kid
working remote has pros and cons,18-24,32,6,"['working', 'remote', 'pro', 'con']",working remote pro con
yeet!,<18,5,1,['yeet'],yeet
considering downsizing our home,35-49,31,4,"['considering', 'downsizing', 'home']",considering downsizing home
omg this is so lit!!!,<18,21,5,"['omg', 'lit']",omg lit
MY STUDENT LOANS ARE KILLING TOTALLY ME,18-24,39,7,"['student', 'loan', 'killing', 'totally']",student loan killing totally
lowkey obsessed with this!!!,<18,28,4,"['lowkey', 'obsessed']",lowkey obsessed
work-life balance is important,25-34,30,4,"['worklife', 'balance', 'important']",worklife balance important
senior discount is the part,50+,27,5,"['senior', 'discount', 'part']",senior discount part
lowkey obsessed with this,<18,25,4,"['lowkey', 'obsessed']",lowkey obsessed
just finished my finals!!!,18-24,26,4,"['finished', 'final']",finished final
slay queen!!!,<18,13,2,"['slay', 'queen']",slay queen
planning for retirement!!,35-49,25,3,"['planning', 'retirement']",planning retirement
my kids basically are driving me crazy,25-34,38,7,"['kid', 'basically', 'driving', 'crazy']",kid basically driving crazy
reunion with old,35-49,16,3,"['reunion', 'old']",reunion old
working remote has and cons,18-24,27,5,"['working', 'remote', 'con']",working remote con
REMOTE HAS PROS AND CONS,18-24,24,5,"['remote', 'pro', 'con']",remote pro con
my daughter is graduating college,35-49,33,5,"['daughter', 'graduating', 'college']",daughter graduating college
adulting is hard!!!,18-24,19,3,"['adulting', 'hard']",adulting hard
that's sus,<18,10,2,"['thats', 'sus']",thats sus
appointments every week!!!,50+,26,3,"['appointment', 'every', 'week']",appointment every week
networking event tonight,18-24,24,3,"['networking', 'event', 'tonight']",networking event tonight
daughter is graduating college!!,35-49,32,4,"['daughter', 'graduating', 'college']",daughter graduating college
slay queen,<18,10,2,"['slay', 'queen']",slay queen
mortgage rates are insane!!,25-34,27,4,"['mortgage', 'rate', 'insane']",mortgage rate insane
side hustle paying off,18-24,22,4,"['side', 'hustle', 'paying']",side hustle paying
lowkey obsessed with this,<18,25,4,"['lowkey', 'obsessed']",lowkey obsessed
dating apps are the worst,18-24,25,5,"['dating', 'apps', 'worst']",dating apps worst
need to schedule a doctor appointment,25-34,37,6,"['need', 'schedule', 'doctor', 'appointment']",need schedule doctor appointment
remember when phones had cords,50+,30,5,"['remember', 'phone', 'cord']",remember phone cord
blood pressure medication,35-49,25,3,"['blood', 'pressure', 'medication']",blood pressure medication
blood pressure medication,35-49,25,3,"['blood', 'pressure', 'medication']",blood pressure medication
bruh moment fr!,<18,15,3,"['bruh', 'moment', 'fr']",bruh moment fr
mortgage rates insane,25-34,21,3,"['mortgage', 'rate', 'insane']",mortgage rate insane
retirement is wonderful,50+,23,3,"['retirement', 'wonderful']",retirement wonderful
planning for retirement,35-49,23,3,"['planning', 'retirement']",planning retirement
lowkey obsessed with this,<18,25,4,"['lowkey', 'obsessed']",lowkey obsessed
bruh moment fr,<18,14,3,"['bruh', 'moment', 'fr']",bruh moment fr
thinking about changing careers!,25-34,32,4,"['thinking', 'changing', 'career']",thinking changing career
thinking about changing actually careers,25-34,40,5,"['thinking', 'changing', 'actually', 'career']",thinking changing actually career
my student loans are killing me!,18-24,32,6,"['student', 'loan', 'killing']",student loan killing
my student loans are killing me!!!,18-24,34,6,"['student', 'loan', 'killing']",student loan killing
INVESTING FOR RETIREMENT,25-34,24,3,"['investing', 'retirement']",investing retirement
my daughter is graduating college,35-49,33,5,"['daughter', 'graduating', 'college']",daughter graduating college
parent-teacher conference today!,25-34,32,3,"['parentteacher', 'conference', 'today']",parentteacher conference today
investing for retirement,25-34,24,3,"['investing', 'retirement']",investing retirement
SIDE HUSTLE PAYING OFF,18-24,22,4,"['side', 'hustle', 'paying']",side hustle paying
networking event tonight,18-24,24,3,"['networking', 'event', 'tonight']",networking event tonight
need to schedule a doctor appointment!!!,25-34,40,6,"['need', 'schedule', 'doctor', 'appointment']",need schedule doctor appointment
yeet,<18,4,1,['yeet'],yeet
empty nest syndrome is real,35-49,27,5,"['empty', 'nest', 'syndrome', 'real']",empty nest syndrome real
vibing with besties,<18,19,3,"['vibing', 'besties']",vibing besties
networking event tonight,18-24,24,3,"['networking', 'event', 'tonight']",networking event tonight
need coffee to function!!,18-24,25,4,"['need', 'coffee', 'function']",need coffee function
just meal prepped for the week!!,18-24,32,6,"['meal', 'prepped', 'week']",meal prepped week
my kids are driving me crazy,25-34,28,6,"['kid', 'driving', 'crazy']",kid driving crazy
no cap this slaps!,<18,18,4,"['cap', 'slap']",cap slap
big mood!!!,<18,11,2,"['big', 'mood']",big mood
managing aging parents and grown kids,35-49,37,6,"['managing', 'aging', 'parent', 'grown', 'kid']",managing aging parent grown kid
my daughter is graduating college,35-49,33,5,"['daughter', 'graduating', 'college']",daughter graduating college
DATING APPS ARE WORST!!,18-24,23,4,"['dating', 'apps', 'worst']",dating apps worst
with old friends!!!,35-49,19,3,"['old', 'friend']",old friend
doctor appointments every week,50+,30,4,"['doctor', 'appointment', 'every', 'week']",doctor appointment every week
work-life balance is important,25-34,30,4,"['worklife', 'balance', 'important']",worklife balance important
no cap this slaps,<18,17,4,"['cap', 'slap']",cap slap
bruh moment fr!!,<18,16,3,"['bruh', 'moment', 'fr']",bruh moment fr
arthritis acting up today!!,50+,27,4,"['arthritis', 'acting', 'today']",arthritis acting today
grandchildren very visiting this weekend,35-49,40,5,"['grandchild', 'visiting', 'weekend']",grandchild visiting weekend
proud of my children's accomplishments!,35-49,39,5,"['proud', 'childrens', 'accomplishment']",proud childrens accomplishment
remember when phones really had cords!,50+,38,6,"['remember', 'phone', 'really', 'cord']",remember phone really cord
just finished my finals,18-24,23,4,"['finished', 'final']",finished final
back my day,50+,11,3,"['back', 'day']",back day
business next week!!,25-34,20,3,"['business', 'next', 'week']",business next week
OMG THIS IS SO LIT,<18,18,5,"['omg', 'lit']",omg lit
empty nest syndrome is!!!,35-49,25,4,"['empty', 'nest', 'syndrome']",empty nest syndrome
grandchildren visiting this weekend!!,35-49,37,4,"['grandchild', 'visiting', 'weekend']",grandchild visiting weekend
home renovation project,25-34,23,3,"['home', 'renovation', 'project']",home renovation project
dating are the worst!!!,18-24,23,4,"['dating', 'worst']",dating worst
empty basically nest syndrome is real!!,35-49,39,6,"['empty', 'basically', 'nest', 'syndrome', 'real']",empty basically nest syndrome real
reunion with old friends,35-49,24,4,"['reunion', 'old', 'friend']",reunion old friend
no cap this slaps,<18,17,4,"['cap', 'slap']",cap slap
managing aging parents and grown kids!,35-49,38,6,"['managing', 'aging', 'parent', 'grown', 'kid']",managing aging parent grown kid
reunion with old friends,35-49,24,4,"['reunion', 'old', 'friend']",reunion old friend
need coffee to function,18-24,23,4,"['need', 'coffee', 'function']",need coffee function
basically remember when phones had cords,50+,40,6,"['basically', 'remember', 'phone', 'cord']",basically remember phone cord
technology moves too fast,50+,25,4,"['technology', 'move', 'fast']",technology move fast
parent-teacher conference today,25-34,31,3,"['parentteacher', 'conference', 'today']",parentteacher conference today
my kids are driving me crazy!!!,25-34,31,6,"['kid', 'driving', 'crazy']",kid driving crazy
planning for retirement,35-49,23,3,"['planning', 'retirement']",planning retirement
thinking about changing careers,25-34,31,4,"['thinking', 'changing', 'career']",thinking changing career
totally technology moves too fast,50+,33,5,"['totally', 'technology', 'move', 'fast']",totally technology move fast
networking event tonight,18-24,24,3,"['networking', 'event', 'tonight']",networking event tonight
work-life is important,25-34,22,3,"['worklife', 'important']",worklife important
my daughter is graduating college,35-49,33,5,"['daughter', 'graduating', 'college']",daughter graduating college
dating apps are the worst,18-24,25,5,"['dating', 'apps', 'worst']",dating apps worst
work-life balance is very important,25-34,35,5,"['worklife', 'balance', 'important']",worklife balance important
yeet,<18,4,1,['yeet'],yeet
hunting is stressful,18-24,20,3,"['hunting', 'stressful']",hunting stressful
slay queen,<18,10,2,"['slay', 'queen']",slay queen
work-life balance honestly is important!!!,25-34,42,5,"['worklife', 'balance', 'honestly', 'important']",worklife balance honestly important
bridge club meeting,50+,19,3,"['bridge', 'club', 'meeting']",bridge club meeting
back my day!!!,50+,14,3,"['back', 'day']",back day
business trip next week,25-34,23,4,"['business', 'trip', 'next', 'week']",business trip next week
EMPTY NEST SYNDROME IS REAL,35-49,27,5,"['empty', 'nest', 'syndrome', 'real']",empty nest syndrome real
omg this is so lit,<18,18,5,"['omg', 'lit']",omg lit
work-life balance important,25-34,27,3,"['worklife', 'balance', 'important']",worklife balance important
blood pressure medication,35-49,25,3,"['blood', 'pressure', 'medication']",blood pressure medication
omg this is actually so lit,<18,27,6,"['omg', 'actually', 'lit']",omg actually lit
big mood,<18,8,2,"['big', 'mood']",big mood
bridge club meeting,50+,19,3,"['bridge', 'club', 'meeting']",bridge club meeting
no cap this slaps,<18,17,4,"['cap', 'slap']",cap slap
side totally hustle paying off,18-24,30,5,"['side', 'totally', 'hustle', 'paying']",side totally hustle paying
BLOOD PRESSURE MEDICATION,35-49,25,3,"['blood', 'pressure', 'medication']",blood pressure medication
working remote has pros and cons!!,18-24,34,6,"['working', 'remote', 'pro', 'con']",working remote pro con
side hustle paying off,18-24,22,4,"['side', 'hustle', 'paying']",side hustle paying
back in my day,50+,14,4,"['back', 'day']",back day
health insurance are rising!,35-49,28,4,"['health', 'insurance', 'rising']",health insurance rising
reunion old friends,35-49,19,3,"['reunion', 'old', 'friend']",reunion old friend
this is fire,<18,12,3,['fire'],fire
omg this is so lit!!,<18,20,5,"['omg', 'lit']",omg lit
managing super aging parents and grown kids,35-49,43,7,"['managing', 'super', 'aging', 'parent', 'grown', 'kid']",managing super aging parent grown kid
managing aging parents absolutely and grown kids,35-49,48,7,"['managing', 'aging', 'parent', 'absolutely', 'grown', 'kid']",managing aging parent absolutely grown kid
that's sus!!,<18,12,2,"['thats', 'sus']",thats sus
retirement is wonderful,50+,23,3,"['retirement', 'wonderful']",retirement wonderful
planning for retirement,35-49,23,3,"['planning', 'retirement']",planning retirement
vibing with my absolutely besties,<18,33,5,"['vibing', 'absolutely', 'besties']",vibing absolutely besties
omg this is really so lit,<18,25,6,"['omg', 'really', 'lit']",omg really lit
